HTTPS,58.253.154.60,9999
HTTP,123.54.47.157,9999
HTTP,125.110.73.81,8118
HTTP,123.54.46.43,9999
HTTP,122.193.247.15,9999
HTTP,123.54.40.192,9999
HTTP,171.11.56.40,9999
HTTP,171.11.29.15,9999
HTTP,175.43.151.68,9999
HTTP,113.120.62.150,9999
HTTP,42.238.85.12,9999
HTTP,171.13.4.71,9999
HTTPS,112.85.129.176,9999
HTTPS,182.35.87.187,9999
HTTPS,182.35.84.91,9999
HTTP,163.204.243.58,9999
HTTP,163.125.1.54,8118
HTTPS,112.87.69.83,9999
HTTPS,1.197.203.224,9999
HTTPS,112.85.151.78,9999
HTTPS,101.27.23.181,61234
HTTPS,182.35.80.125,9999
HTTPS,171.12.113.189,9999
HTTPS,42.238.85.24,9999
HTTPS,113.195.17.114,9999
HTTPS,120.83.111.210,9999
HTTP,60.13.42.98,9999
HTTPS,61.150.96.27,46111
HTTP,125.118.77.113,61234
HTTP,182.148.92.245,61234
HTTP,49.83.55.205,61234
HTTPS,114.220.48.237,61234
HTTPS,119.138.225.55,8118
HTTPS,124.167.191.16,80
HTTPS,183.143.63.210,8118
HTTPS,210.5.10.87,53281
HTTP,117.28.97.242,9999
HTTP,163.204.244.5,9999
HTTP,163.204.241.209,9999
HTTP,163.204.241.118,9999
HTTPS,113.128.30.106,46300
HTTP,123.54.45.100,9999
HTTPS,58.253.154.182,9999
HTTPS,182.35.80.19,9999
HTTP,171.11.178.241,9999
HTTPS,1.198.73.113,9999
HTTP,1.197.203.101,9999
HTTP,49.73.157.232,9999
HTTP,1.198.73.119,9999
HTTPS,27.43.187.67,9999
HTTP,110.86.138.245,9999
HTTPS,114.239.248.32,9999
HTTPS,113.121.66.135,9999
HTTPS,112.85.148.105,9999
HTTP,163.204.244.15,9999
HTTP,113.120.36.115,9999
HTTPS,222.89.32.157,9999
